loan_id,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,state,loan_purpose,occupancy_type,property_type,original_balance,interest_rate,term_months,origination_month,vintage
L000473,650,620-679,86.8,81-100,23.5,21-35,CA,purchase,second_home,sfr,486105,6.5,240,2023-09-01,2023
L000474,759,740+,94.4,81-100,25.2,21-35,CA,refinance,owner,condo,563412,5.25,360,2023-11-01,2023
L000475,742,740+,94.7,81-100,30.1,21-35,NY,purchase,owner,sfr,228975,6.25,360,2023-02-01,2023
L000476,752,740+,82.2,81-100,22.7,21-35,CA,purchase,owner,sfr,331591,3.75,360,2023-09-01,2023
L000477,667,620-679,77.4,61-80,45.9,44-50,WA,cash_out,second_home,sfr,150956,5.0,360,2023-08-01,2023
L000478,674,620-679,86.8,81-100,41.6,36-43,NY,refinance,owner,sfr,331016,4.25,360,2023-07-01,2023
L000479,684,680-739,54.7,<=60,13.4,<=20,FL,cash_out,investor,sfr,255984,7.0,240,2023-12-01,2023
L000480,724,680-739,57.5,<=60,13.6,<=20,NY,purchase,owner,condo,180543,5.25,360,2023-03-01,2023
L000481,766,740+,91.4,81-100,27.1,21-35,GA,cash_out,owner,sfr,308826,6.0,360,2023-09-01,2023
L000482,582,<620,84.8,81-100,37.5,36-43,FL,purchase,owner,sfr,303212,9.0,240,2023-02-01,2023
L000483,807,740+,85.1,81-100,39.1,36-43,NY,purchase,owner,condo,254219,6.0,360,2023-07-01,2023
L000484,786,740+,75.3,61-80,45.7,44-50,WA,cash_out,owner,sfr,648530,2.75,360,2023-06-01,2023
L000485,818,740+,59.6,<=60,35.5,36-43,FL,purchase,second_home,sfr,215488,3.75,240,2023-05-01,2023
L000486,646,620-679,55.8,<=60,23.4,21-35,IL,purchase,owner,sfr,524123,7.75,360,2023-08-01,2023
L000487,696,680-739,86.1,81-100,36.8,36-43,FL,purchase,investor,townhouse,638085,6.0,360,2023-12-01,2023
L000488,711,680-739,88.2,81-100,22.6,21-35,CA,refinance,owner,sfr,208834,7.25,360,2023-08-01,2023
L000489,613,<620,55.2,<=60,25.5,21-35,GA,refinance,investor,sfr,190725,9.0,180,2023-05-01,2023
L000490,665,620-679,60.9,61-80,18.5,<=20,FL,cash_out,owner,condo,217996,5.25,180,2023-11-01,2023
L000491,585,<620,70.5,61-80,24.9,21-35,IL,refinance,owner,sfr,132192,9.75,360,2023-05-01,2023
L000492,608,<620,85.1,81-100,27.4,21-35,TX,cash_out,owner,sfr,574116,6.5,360,2023-08-01,2023
L000493,698,680-739,66.9,61-80,27.8,21-35,GA,cash_out,investor,sfr,487288,6.0,240,2023-06-01,2023
L000494,655,620-679,59.2,<=60,48.9,44-50,WA,refinance,owner,sfr,155481,7.25,240,2023-03-01,2023
L000495,598,<620,86.8,81-100,33.9,21-35,FL,refinance,owner,condo,149265,10.0,180,2023-10-01,2023
L000496,780,740+,81.0,81-100,36.1,36-43,CA,refinance,owner,sfr,94744,5.5,360,2023-12-01,2023
L000497,608,<620,61.6,61-80,34.4,21-35,FL,purchase,investor,townhouse,158046,8.75,360,2023-02-01,2023
L000498,635,620-679,62.1,61-80,47.3,44-50,WA,refinance,owner,sfr,443290,7.75,360,2023-12-01,2023
L000499,636,620-679,88.6,81-100,24.4,21-35,TX,purchase,owner,condo,185993,6.75,360,2023-04-01,2023
L000500,703,680-739,52.8,<=60,39.8,36-43,TX,purchase,owner,condo,535832,6.5,180,2023-07-01,2023
L000501,818,740+,67.6,61-80,25.3,21-35,WA,purchase,owner,townhouse,413147,4.0,240,2023-07-01,2023
L000502,586,<620,78.7,61-80,31.8,21-35,TX,purchase,owner,condo,552377,6.5,180,2023-04-01,2023
L000503,618,<620,74.5,61-80,37.5,36-43,FL,purchase,investor,townhouse,141978,5.0,360,2023-03-01,2023
L000504,659,620-679,85.9,81-100,20.8,21-35,FL,purchase,owner,sfr,402912,7.25,360,2023-10-01,2023
L000505,606,<620,46.3,<=60,29.5,21-35,GA,refinance,owner,sfr,385699,5.5,240,2023-07-01,2023
L000506,581,<620,72.3,61-80,33.1,21-35,NY,purchase,owner,sfr,621650,7.0,360,2023-01-01,2023
L000507,799,740+,76.5,61-80,37.5,36-43,FL,purchase,owner,condo,350009,3.25,360,2023-08-01,2023
L000508,633,620-679,77.0,61-80,31.0,21-35,WA,cash_out,owner,sfr,190887,5.5,240,2023-06-01,2023
L000509,729,680-739,80.7,81-100,55.0,44-50,NY,purchase,owner,condo,327749,3.75,240,2023-03-01,2023
L000510,792,740+,54.5,<=60,49.9,44-50,GA,purchase,investor,sfr,470314,5.25,180,2023-12-01,2023
L000511,757,740+,93.7,81-100,13.2,<=20,WA,purchase,owner,sfr,82044,4.5,360,2023-04-01,2023
L000512,590,<620,78.8,61-80,34.1,21-35,IL,refinance,owner,sfr,628155,6.75,240,2023-07-01,2023
L000513,665,620-679,80.4,81-100,38.0,36-43,TX,refinance,owner,sfr,333803,7.75,360,2023-08-01,2023
L000514,592,<620,63.3,61-80,36.1,36-43,IL,purchase,owner,townhouse,325858,8.5,360,2023-05-01,2023
L000515,804,740+,74.7,61-80,45.5,44-50,NY,cash_out,owner,sfr,488368,3.25,240,2023-06-01,2023
L000516,691,680-739,92.0,81-100,8.0,<=20,CA,purchase,owner,sfr,402751,4.25,180,2023-01-01,2023
L000517,814,740+,71.8,61-80,23.3,21-35,TX,refinance,owner,townhouse,632103,5.75,180,2023-05-01,2023
L000518,676,620-679,74.9,61-80,46.9,44-50,GA,purchase,owner,condo,180205,6.5,360,2023-11-01,2023
L000519,714,680-739,76.8,61-80,43.9,44-50,WA,refinance,owner,sfr,127992,6.5,240,2023-12-01,2023
L000520,595,<620,47.5,<=60,53.6,44-50,GA,cash_out,owner,sfr,359065,7.5,360,2023-08-01,2023
L000521,816,740+,69.4,61-80,47.9,44-50,WA,purchase,owner,condo,441889,6.5,360,2023-08-01,2023
L000522,785,740+,82.4,81-100,21.4,21-35,FL,refinance,owner,sfr,180331,5.75,240,2023-12-01,2023
L000523,701,680-739,64.7,61-80,42.3,36-43,NY,refinance,owner,sfr,432152,6.5,360,2023-03-01,2023
L000524,635,620-679,71.4,61-80,30.5,21-35,FL,cash_out,owner,condo,647391,6.5,180,2023-08-01,2023
L000525,685,680-739,71.5,61-80,34.9,21-35,TX,refinance,owner,townhouse,604510,4.75,180,2023-03-01,2023
L000526,684,680-739,48.3,<=60,33.5,21-35,CA,purchase,owner,sfr,637638,6.5,240,2023-07-01,2023
L000527,768,740+,84.1,81-100,28.8,21-35,IL,purchase,owner,sfr,439650,6.25,180,2023-08-01,2023
L000528,651,620-679,51.7,<=60,28.5,21-35,IL,purchase,owner,sfr,273714,5.0,360,2023-01-01,2023
L000529,734,680-739,78.3,61-80,40.0,36-43,WA,purchase,owner,condo,389561,8.0,360,2023-07-01,2023
L000530,774,740+,70.0,61-80,28.1,21-35,IL,purchase,owner,sfr,185420,6.75,360,2023-09-01,2023
L000531,628,620-679,66.9,61-80,34.9,21-35,IL,refinance,owner,sfr,251054,4.5,360,2023-03-01,2023
L000532,766,740+,73.0,61-80,37.4,36-43,NY,cash_out,investor,sfr,588329,5.75,240,2023-11-01,2023
L000533,703,680-739,83.3,81-100,28.2,21-35,GA,refinance,owner,sfr,324266,5.5,360,2023-02-01,2023
L000534,629,620-679,84.2,81-100,30.4,21-35,FL,purchase,owner,townhouse,279322,8.5,360,2023-12-01,2023
L000535,583,<620,65.5,61-80,43.4,44-50,GA,purchase,owner,condo,546665,8.25,360,2023-04-01,2023
L000536,792,740+,69.5,61-80,17.7,<=20,IL,cash_out,investor,sfr,534641,6.5,240,2023-04-01,2023
L000537,790,740+,59.1,<=60,26.9,21-35,TX,purchase,owner,condo,183740,5.5,240,2023-11-01,2023
L000538,595,<620,50.1,<=60,21.0,21-35,GA,purchase,owner,townhouse,460603,7.75,360,2023-04-01,2023
L000539,710,680-739,86.3,81-100,35.0,21-35,NY,purchase,investor,sfr,617995,7.25,360,2023-10-01,2023
L000540,602,<620,55.5,<=60,55.0,44-50,TX,cash_out,owner,sfr,522365,5.25,360,2023-07-01,2023
L000541,591,<620,61.0,61-80,21.9,21-35,TX,refinance,owner,sfr,364809,7.0,240,2023-11-01,2023
L000542,593,<620,77.7,61-80,44.0,44-50,NY,refinance,second_home,sfr,505731,6.75,240,2023-03-01,2023
L000543,805,740+,51.8,<=60,45.8,44-50,CA,cash_out,investor,sfr,294300,5.25,240,2023-08-01,2023
L000544,701,680-739,79.2,61-80,13.8,<=20,IL,purchase,owner,sfr,395711,7.25,360,2023-04-01,2023
L000545,819,740+,59.3,<=60,20.9,21-35,CA,purchase,owner,condo,628692,4.5,360,2023-10-01,2023
L000546,765,740+,55.0,<=60,32.8,21-35,GA,cash_out,owner,sfr,519966,4.0,360,2023-06-01,2023
L000547,756,740+,63.3,61-80,24.1,21-35,WA,refinance,owner,sfr,549952,4.0,360,2023-12-01,2023
L000548,605,<620,59.2,<=60,35.5,36-43,GA,refinance,owner,condo,202068,7.75,240,2023-10-01,2023
L000549,683,680-739,75.5,61-80,45.3,44-50,GA,purchase,owner,sfr,127175,4.75,360,2023-10-01,2023
L000550,715,680-739,93.3,81-100,39.3,36-43,GA,refinance,owner,townhouse,484823,5.25,360,2023-03-01,2023
L000551,721,680-739,82.1,81-100,31.2,21-35,WA,cash_out,investor,sfr,350266,6.5,180,2023-04-01,2023
L000552,613,<620,79.0,61-80,38.1,36-43,TX,refinance,owner,sfr,226304,5.75,360,2023-01-01,2023
L000553,582,<620,62.8,61-80,36.2,36-43,TX,purchase,owner,sfr,85434,4.75,180,2023-01-01,2023
L000554,727,680-739,68.4,61-80,21.6,21-35,TX,purchase,owner,condo,383286,5.75,240,2023-01-01,2023
L000555,606,<620,73.4,61-80,27.6,21-35,TX,refinance,owner,townhouse,614245,7.0,180,2023-10-01,2023
L000556,804,740+,70.9,61-80,37.2,36-43,CA,purchase,owner,sfr,439455,3.5,180,2023-10-01,2023
L000557,659,620-679,73.9,61-80,32.4,21-35,TX,refinance,owner,sfr,259699,7.0,360,2023-12-01,2023
L000558,802,740+,53.7,<=60,35.9,36-43,IL,purchase,owner,sfr,290043,3.75,180,2023-01-01,2023
L000559,678,620-679,98.1,81-100,41.0,36-43,NY,purchase,owner,condo,579619,4.0,360,2023-04-01,2023
L000560,681,680-739,51.4,<=60,11.2,<=20,WA,purchase,owner,townhouse,96032,7.0,360,2023-12-01,2023
L000561,761,740+,69.2,61-80,46.3,44-50,GA,refinance,owner,condo,419940,5.75,180,2023-08-01,2023
L000562,795,740+,83.8,81-100,15.8,<=20,IL,refinance,owner,sfr,157813,5.5,360,2023-01-01,2023
L000563,620,620-679,60.2,61-80,33.1,21-35,NY,refinance,owner,sfr,355157,4.75,360,2023-03-01,2023
L000564,686,680-739,87.1,81-100,34.4,21-35,TX,refinance,owner,sfr,478169,3.75,180,2023-08-01,2023
L000565,607,<620,50.2,<=60,31.7,21-35,IL,purchase,owner,townhouse,496182,6.5,360,2023-08-01,2023
L000566,748,740+,60.2,61-80,34.7,21-35,FL,purchase,investor,sfr,86564,5.0,360,2023-10-01,2023
L000567,747,740+,36.0,<=60,27.9,21-35,GA,purchase,second_home,sfr,150705,4.5,360,2023-01-01,2023
L000568,613,<620,86.8,81-100,26.4,21-35,GA,purchase,owner,condo,381266,6.5,240,2023-02-01,2023
L000569,793,740+,53.3,<=60,32.0,21-35,FL,purchase,investor,sfr,569572,6.25,360,2023-02-01,2023
L000570,815,740+,60.8,61-80,34.5,21-35,WA,purchase,owner,condo,412218,3.75,240,2023-04-01,2023
L000571,791,740+,82.7,81-100,26.8,21-35,WA,cash_out,owner,condo,280132,5.25,360,2023-10-01,2023
L000572,772,740+,76.3,61-80,35.8,36-43,WA,purchase,owner,sfr,217348,5.25,360,2023-11-01,2023
L000573,758,740+,87.1,81-100,25.2,21-35,WA,purchase,owner,sfr,345996,8.0,360,2023-08-01,2023
L000574,646,620-679,80.8,81-100,27.7,21-35,TX,cash_out,owner,sfr,237216,5.75,240,2023-10-01,2023
L000575,816,740+,84.5,81-100,30.8,21-35,NY,purchase,owner,sfr,530855,3.75,360,2023-09-01,2023
L000576,653,620-679,63.9,61-80,36.9,36-43,IL,purchase,second_home,sfr,316110,6.5,360,2023-08-01,2023
L000577,705,680-739,69.8,61-80,30.1,21-35,IL,purchase,investor,condo,345881,9.25,240,2023-05-01,2023
L000578,748,740+,82.2,81-100,36.4,36-43,WA,refinance,owner,townhouse,228189,4.25,240,2023-02-01,2023
L000579,765,740+,82.4,81-100,47.4,44-50,GA,purchase,owner,townhouse,500962,4.5,240,2023-11-01,2023
L000580,658,620-679,85.3,81-100,28.6,21-35,TX,purchase,owner,condo,594766,6.0,360,2023-11-01,2023
L000581,680,680-739,59.6,<=60,44.6,44-50,TX,refinance,owner,sfr,630793,4.75,240,2023-04-01,2023
L000582,694,680-739,54.6,<=60,21.0,21-35,TX,refinance,owner,sfr,258899,7.0,240,2023-01-01,2023
L000583,664,620-679,52.2,<=60,38.7,36-43,FL,purchase,owner,sfr,386551,5.0,360,2023-02-01,2023
L000584,658,620-679,64.0,61-80,31.2,21-35,CA,purchase,owner,sfr,551862,6.5,180,2023-05-01,2023
L000585,798,740+,69.5,61-80,51.9,44-50,CA,purchase,owner,condo,149176,5.0,360,2023-02-01,2023
L000586,638,620-679,53.2,<=60,28.3,21-35,IL,refinance,owner,sfr,348446,7.5,360,2023-01-01,2023
L000587,683,680-739,68.3,61-80,25.4,21-35,WA,refinance,owner,sfr,245153,7.75,360,2023-02-01,2023
L000588,615,<620,80.5,81-100,42.4,36-43,WA,refinance,owner,sfr,581706,7.0,360,2023-01-01,2023
L000589,759,740+,85.9,81-100,36.6,36-43,NY,purchase,owner,sfr,507721,4.5,240,2023-09-01,2023
L000590,773,740+,62.2,61-80,33.6,21-35,TX,purchase,second_home,sfr,254378,5.75,360,2023-04-01,2023
L000591,699,680-739,79.6,61-80,11.1,<=20,NY,refinance,investor,sfr,453506,5.5,240,2023-12-01,2023
L000592,594,<620,51.9,<=60,36.4,36-43,GA,refinance,owner,townhouse,434765,7.0,180,2023-10-01,2023
L000593,606,<620,61.1,61-80,31.9,21-35,CA,refinance,owner,sfr,155532,6.25,360,2023-07-01,2023
L000594,640,620-679,72.6,61-80,33.6,21-35,CA,purchase,owner,townhouse,337143,6.25,360,2023-03-01,2023
L000595,610,<620,61.4,61-80,25.8,21-35,WA,cash_out,owner,condo,317128,6.0,360,2023-04-01,2023
L000596,634,620-679,59.4,<=60,44.6,44-50,GA,refinance,owner,townhouse,133688,6.75,180,2023-11-01,2023
L000597,702,680-739,75.1,61-80,32.7,21-35,FL,cash_out,owner,condo,266460,8.5,360,2023-01-01,2023
L000598,720,680-739,56.2,<=60,30.6,21-35,WA,purchase,owner,sfr,192526,7.75,240,2023-01-01,2023
L000599,749,740+,72.7,61-80,18.8,<=20,TX,purchase,second_home,condo,288232,5.25,360,2023-10-01,2023
L000600,803,740+,69.4,61-80,31.0,21-35,FL,refinance,owner,townhouse,356895,5.5,360,2023-09-01,2023
L000601,758,740+,78.7,61-80,22.9,21-35,FL,refinance,owner,condo,304855,3.5,360,2023-03-01,2023
L000602,693,680-739,82.4,81-100,45.0,44-50,GA,purchase,owner,sfr,517353,7.0,240,2023-10-01,2023
L000603,660,620-679,73.0,61-80,35.0,21-35,NY,purchase,owner,sfr,601235,7.5,240,2023-09-01,2023
L000604,788,740+,63.6,61-80,27.3,21-35,CA,cash_out,owner,townhouse,537257,3.5,180,2023-07-01,2023
L000605,582,<620,86.1,81-100,31.1,21-35,IL,purchase,owner,sfr,228970,5.5,360,2023-04-01,2023
L000606,755,740+,74.0,61-80,45.8,44-50,CA,purchase,owner,sfr,415953,4.0,180,2023-06-01,2023
L000607,708,680-739,57.8,<=60,34.0,21-35,NY,purchase,owner,sfr,281530,5.75,360,2023-10-01,2023
L000608,698,680-739,73.6,61-80,32.6,21-35,WA,refinance,owner,sfr,481103,5.0,180,2023-06-01,2023
L000609,625,620-679,61.8,61-80,49.4,44-50,TX,purchase,investor,sfr,197065,7.25,360,2023-08-01,2023
L000610,648,620-679,33.1,<=60,36.0,36-43,CA,refinance,owner,sfr,516143,6.75,360,2023-07-01,2023
L000611,656,620-679,56.6,<=60,40.8,36-43,CA,purchase,owner,sfr,379289,4.75,360,2023-06-01,2023
L000612,589,<620,65.3,61-80,29.5,21-35,WA,purchase,owner,sfr,605837,5.75,180,2023-09-01,2023
L000613,715,680-739,64.1,61-80,29.3,21-35,CA,purchase,second_home,sfr,614721,5.5,240,2023-04-01,2023
L000614,716,680-739,47.9,<=60,40.3,36-43,TX,purchase,owner,condo,355170,5.5,360,2023-05-01,2023
L000615,674,620-679,65.8,61-80,32.3,21-35,IL,purchase,owner,sfr,344432,7.25,360,2023-08-01,2023
L000616,796,740+,77.4,61-80,35.9,36-43,GA,refinance,owner,sfr,315198,6.0,360,2023-12-01,2023
L000617,690,680-739,53.9,<=60,32.1,21-35,GA,refinance,owner,sfr,112407,8.25,180,2023-09-01,2023
L000618,597,<620,74.8,61-80,32.7,21-35,IL,purchase,investor,townhouse,356901,4.25,360,2023-02-01,2023
L000619,592,<620,40.6,<=60,31.5,21-35,CA,purchase,owner,sfr,441720,10.0,180,2023-01-01,2023
L000620,668,620-679,78.6,61-80,20.9,21-35,WA,cash_out,owner,townhouse,101541,7.0,180,2023-08-01,2023
L000621,623,620-679,62.5,61-80,44.4,44-50,NY,refinance,owner,sfr,142121,6.25,360,2023-04-01,2023
L000622,786,740+,50.9,<=60,27.3,21-35,IL,purchase,owner,sfr,114100,4.25,360,2023-01-01,2023
L000623,782,740+,87.6,81-100,21.9,21-35,GA,refinance,owner,sfr,242878,6.25,240,2023-10-01,2023
L000624,811,740+,77.9,61-80,33.4,21-35,CA,purchase,investor,sfr,120103,6.75,240,2023-05-01,2023
L000625,702,680-739,85.2,81-100,26.8,21-35,CA,refinance,owner,sfr,94302,7.0,360,2023-04-01,2023
L000626,697,680-739,75.6,61-80,44.0,44-50,TX,purchase,owner,condo,143787,7.25,360,2023-07-01,2023
L000627,792,740+,76.2,61-80,38.5,36-43,GA,refinance,owner,sfr,236794,5.25,360,2023-09-01,2023
L000628,732,680-739,65.2,61-80,27.4,21-35,WA,purchase,owner,sfr,414834,5.25,240,2023-02-01,2023
L000629,785,740+,77.3,61-80,24.7,21-35,TX,purchase,owner,sfr,124742,4.25,360,2023-05-01,2023
L000630,626,620-679,69.7,61-80,38.5,36-43,TX,purchase,owner,sfr,225820,4.5,360,2023-10-01,2023
L000631,626,620-679,61.4,61-80,26.4,21-35,GA,refinance,owner,sfr,603418,6.5,360,2023-09-01,2023
L000632,593,<620,68.1,61-80,20.4,21-35,GA,refinance,owner,sfr,327591,8.25,360,2023-02-01,2023
L000633,675,620-679,51.8,<=60,17.7,<=20,IL,purchase,owner,sfr,324534,8.75,360,2023-12-01,2023
L000634,769,740+,70.5,61-80,39.1,36-43,WA,refinance,owner,condo,84743,5.5,360,2023-03-01,2023
L000635,706,680-739,77.5,61-80,18.6,<=20,IL,refinance,owner,sfr,512889,4.0,360,2023-03-01,2023
L000636,711,680-739,72.8,61-80,22.1,21-35,NY,purchase,owner,sfr,563924,5.5,360,2023-01-01,2023
L000637,603,<620,79.4,61-80,38.9,36-43,CA,refinance,owner,sfr,327857,7.25,240,2023-12-01,2023
L000638,610,<620,66.3,61-80,39.9,36-43,FL,refinance,investor,sfr,129780,8.75,240,2023-03-01,2023
L000639,600,<620,71.4,61-80,22.2,21-35,WA,refinance,second_home,sfr,342301,7.0,360,2023-11-01,2023
L000640,668,620-679,71.3,61-80,27.2,21-35,GA,purchase,owner,townhouse,235118,7.75,240,2023-08-01,2023
L000641,781,740+,99.7,81-100,41.4,36-43,FL,cash_out,owner,condo,437020,6.25,360,2023-07-01,2023
L000642,757,740+,51.5,<=60,34.6,21-35,WA,refinance,owner,condo,332691,6.25,360,2023-11-01,2023
L000643,778,740+,101.1,100+,28.5,21-35,FL,purchase,owner,sfr,374540,5.75,360,2023-01-01,2023
L000644,651,620-679,60.0,61-80,33.7,21-35,CA,refinance,owner,sfr,482541,6.75,360,2023-11-01,2023
L000645,671,620-679,65.9,61-80,36.4,36-43,WA,refinance,owner,condo,102997,6.0,360,2023-10-01,2023
L000646,810,740+,75.1,61-80,22.8,21-35,GA,refinance,owner,sfr,424496,5.25,360,2023-12-01,2023
L000647,749,740+,79.6,61-80,23.5,21-35,TX,purchase,owner,townhouse,445276,5.0,360,2023-08-01,2023
L000648,745,740+,70.5,61-80,42.7,36-43,NY,purchase,investor,sfr,163985,6.5,360,2023-12-01,2023
L000649,704,680-739,74.3,61-80,48.5,44-50,GA,refinance,owner,townhouse,147250,4.25,360,2023-04-01,2023
L000650,605,<620,91.7,81-100,40.8,36-43,CA,purchase,owner,sfr,233604,5.75,360,2023-01-01,2023
L000651,759,740+,109.7,100+,31.0,21-35,TX,refinance,owner,condo,276924,6.75,360,2023-01-01,2023
L000652,668,620-679,77.1,61-80,26.6,21-35,CA,cash_out,owner,townhouse,511608,5.25,360,2023-10-01,2023
L000653,655,620-679,81.4,81-100,33.2,21-35,WA,purchase,owner,sfr,574980,7.0,360,2023-05-01,2023
L000654,753,740+,69.5,61-80,42.2,36-43,CA,purchase,owner,sfr,207403,5.25,240,2023-01-01,2023
L000655,693,680-739,95.7,81-100,44.0,44-50,FL,purchase,owner,sfr,297544,4.5,360,2023-01-01,2023
L000656,620,620-679,69.3,61-80,32.6,21-35,GA,cash_out,owner,sfr,636808,6.75,240,2023-10-01,2023
L000657,794,740+,78.6,61-80,36.3,36-43,WA,purchase,owner,sfr,585995,6.75,240,2023-06-01,2023
L000658,674,620-679,55.5,<=60,19.7,<=20,IL,cash_out,second_home,townhouse,226053,6.0,360,2023-04-01,2023
L000659,775,740+,31.5,<=60,31.5,21-35,CA,purchase,owner,sfr,186129,6.25,360,2023-01-01,2023
L000660,677,620-679,104.8,100+,45.9,44-50,WA,refinance,owner,sfr,459737,7.25,360,2023-12-01,2023
L000661,654,620-679,86.9,81-100,31.5,21-35,NY,purchase,owner,sfr,513754,4.75,360,2023-08-01,2023
L000662,772,740+,84.7,81-100,36.8,36-43,CA,refinance,owner,sfr,81686,6.5,240,2023-10-01,2023
L000663,791,740+,57.2,<=60,40.8,36-43,GA,purchase,owner,condo,317090,4.75,240,2023-08-01,2023
L000664,655,620-679,46.8,<=60,40.1,36-43,FL,refinance,owner,sfr,649522,7.5,240,2023-09-01,2023
L000665,675,620-679,67.5,61-80,33.6,21-35,FL,refinance,owner,condo,642176,5.75,240,2023-03-01,2023
L000666,712,680-739,72.8,61-80,27.7,21-35,CA,purchase,owner,sfr,430609,6.75,360,2023-05-01,2023
L000667,743,740+,81.8,81-100,13.3,<=20,CA,purchase,owner,sfr,623009,9.5,360,2023-08-01,2023
L000668,700,680-739,71.2,61-80,22.3,21-35,WA,refinance,second_home,townhouse,315064,5.5,360,2023-08-01,2023
L000669,750,740+,90.1,81-100,29.9,21-35,FL,purchase,investor,sfr,218138,4.25,240,2023-03-01,2023
L000670,778,740+,76.2,61-80,39.2,36-43,FL,refinance,owner,sfr,354400,5.5,240,2023-02-01,2023
L000671,676,620-679,75.7,61-80,34.6,21-35,NY,purchase,owner,sfr,122285,7.25,360,2023-02-01,2023
L000672,783,740+,88.3,81-100,43.0,44-50,NY,refinance,owner,condo,269570,7.25,180,2023-11-01,2023
L000673,778,740+,61.2,61-80,21.8,21-35,CA,purchase,owner,sfr,402107,7.25,360,2023-05-01,2023
L000674,814,740+,76.8,61-80,16.7,<=20,GA,purchase,investor,sfr,583806,4.75,360,2023-10-01,2023
L000675,691,680-739,62.8,61-80,38.1,36-43,TX,purchase,second_home,sfr,225968,5.75,240,2023-03-01,2023
L000676,782,740+,61.1,61-80,48.7,44-50,IL,purchase,owner,townhouse,442662,3.75,240,2023-03-01,2023
L000677,810,740+,93.5,81-100,34.5,21-35,IL,refinance,owner,sfr,330077,4.25,240,2023-06-01,2023
L000678,805,740+,87.3,81-100,27.8,21-35,TX,purchase,owner,sfr,185296,5.25,360,2023-11-01,2023
L000679,804,740+,79.0,61-80,40.7,36-43,IL,purchase,investor,sfr,403450,6.5,360,2023-07-01,2023
L000680,673,620-679,90.5,81-100,45.4,44-50,TX,purchase,owner,condo,437839,8.0,360,2023-06-01,2023
L000681,796,740+,76.7,61-80,21.8,21-35,IL,refinance,owner,sfr,364599,4.25,360,2023-06-01,2023
L000682,684,680-739,91.2,81-100,29.6,21-35,GA,purchase,owner,sfr,135180,5.5,180,2023-02-01,2023
L000683,798,740+,58.6,<=60,41.8,36-43,FL,refinance,owner,sfr,297705,5.5,240,2023-07-01,2023
L000684,774,740+,69.0,61-80,34.9,21-35,IL,purchase,owner,sfr,327536,6.0,240,2023-09-01,2023
L000685,615,<620,76.8,61-80,25.6,21-35,NY,purchase,owner,sfr,296186,7.25,360,2023-11-01,2023
L000686,610,<620,56.2,<=60,30.1,21-35,FL,refinance,second_home,townhouse,389507,5.0,360,2023-11-01,2023
L000687,735,680-739,61.2,61-80,24.8,21-35,IL,purchase,owner,sfr,278774,4.25,360,2023-12-01,2023
L000688,638,620-679,52.8,<=60,19.6,<=20,CA,purchase,owner,sfr,519452,7.5,360,2023-01-01,2023
L000689,757,740+,81.2,81-100,35.6,36-43,IL,purchase,owner,sfr,579125,7.0,240,2023-01-01,2023
L000690,767,740+,64.3,61-80,21.1,21-35,FL,purchase,owner,sfr,213284,4.75,240,2023-01-01,2023
L000691,706,680-739,75.2,61-80,31.7,21-35,GA,refinance,second_home,sfr,647167,6.0,360,2023-08-01,2023
L000692,766,740+,79.0,61-80,24.3,21-35,TX,refinance,owner,sfr,646898,6.5,180,2023-01-01,2023
L000693,707,680-739,68.9,61-80,36.6,36-43,CA,purchase,owner,condo,302182,6.25,360,2023-01-01,2023
L000694,716,680-739,71.5,61-80,29.5,21-35,WA,refinance,owner,condo,223483,4.75,360,2023-10-01,2023
L000695,628,620-679,73.2,61-80,30.3,21-35,IL,refinance,owner,sfr,438726,7.0,360,2023-07-01,2023
L000696,720,680-739,77.5,61-80,18.8,<=20,IL,refinance,owner,townhouse,422751,4.5,360,2023-09-01,2023
L000697,618,<620,91.1,81-100,34.7,21-35,TX,refinance,owner,sfr,393564,7.25,360,2023-05-01,2023
L000698,728,680-739,54.9,<=60,28.7,21-35,NY,purchase,investor,sfr,437758,5.5,360,2023-11-01,2023
L000699,767,740+,72.6,61-80,25.4,21-35,FL,refinance,owner,sfr,350424,4.5,180,2023-01-01,2023
L000700,764,740+,53.5,<=60,36.3,36-43,TX,purchase,investor,sfr,493920,5.5,360,2023-07-01,2023
L000701,615,<620,92.7,81-100,40.7,36-43,NY,purchase,owner,condo,373975,5.75,360,2023-12-01,2023
L000702,769,740+,44.1,<=60,47.6,44-50,FL,purchase,investor,townhouse,156724,4.0,360,2023-03-01,2023
L000703,754,740+,73.7,61-80,34.2,21-35,CA,purchase,owner,sfr,243239,6.25,360,2023-05-01,2023
L000704,615,<620,65.1,61-80,34.6,21-35,GA,refinance,owner,townhouse,172730,5.75,360,2023-01-01,2023
L000705,598,<620,62.7,61-80,24.1,21-35,TX,cash_out,owner,condo,254085,8.5,360,2023-07-01,2023
L000706,736,680-739,81.8,81-100,26.5,21-35,NY,cash_out,owner,sfr,84371,7.0,360,2023-11-01,2023
L000707,678,620-679,79.1,61-80,43.0,36-43,CA,purchase,owner,sfr,390827,7.25,360,2023-10-01,2023
L000708,699,680-739,57.1,<=60,28.6,21-35,WA,purchase,owner,sfr,442967,4.25,360,2023-06-01,2023
L000709,585,<620,78.1,61-80,48.8,44-50,TX,refinance,owner,condo,170555,7.75,240,2023-08-01,2023
