loan_id,reporting_month,days_past_due,current_balance,credit_score_band,state,servicer_name,data_quality_score,next_3m_delinquency_flag,predicted_probability,error_type,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag
L000192,2023-11-01,0,391753.62,<620,GA,Atlas,82.0,,0.128,false_negative,,1.0,
L000707,2023-11-01,0,388871.42,620-679,CA,Cedar,90.0,,0.5346,false_positive,,0.0,
L000668,2023-11-01,0,278326.66,680-739,WA,Beacon,82.0,,0.0097,false_negative,,1.0,
L000047,2023-11-01,0,198443.75,<620,NY,Beacon,90.0,,0.0632,false_negative,,1.0,
L001041,2023-11-01,0,593995.09,740+,IL,Cedar,82.0,,0.0051,false_negative,,1.0,
L000447,2023-12-01,0,106560.92,680-739,WA,Cedar,90.0,,0.0128,false_negative,,1.0,
L000757,2023-12-01,0,239991.46,620-679,FL,Atlas,90.0,,0.1304,false_negative,,1.0,
L000754,2023-12-01,0,158371.57,620-679,GA,Atlas,90.0,,0.0061,false_negative,,1.0,
L000957,2023-12-01,0,221388.98,620-679,IL,Cedar,82.0,,0.2257,false_negative,,1.0,
L000420,2023-12-01,0,258743.51,620-679,WA,Atlas,72.0,,0.0056,false_negative,,1.0,
L000970,2023-12-01,0,172789.43,<620,FL,Atlas,90.0,,0.0924,false_negative,,1.0,
L000959,2023-12-01,0,433021.45,740+,WA,Cedar,82.0,,0.0023,false_negative,,1.0,
L000777,2023-12-01,0,485682.26,680-739,IL,Cedar,80.0,,0.0044,false_negative,,1.0,
L001070,2023-12-01,0,271785.88,<620,FL,Cedar,90.0,,0.647,false_positive,,0.0,
L000404,2023-12-01,0,267522.49,<620,CA,Beacon,82.0,,0.702,false_positive,,0.0,
L000964,2023-12-01,0,425326.25,<620,TX,Atlas,74.0,,0.039,false_negative,,1.0,
L000997,2023-12-01,0,122272.77,<620,TX,Cedar,82.0,,0.1085,false_negative,,1.0,
L000668,2023-12-01,0,310708.07,680-739,WA,Beacon,82.0,,0.0093,false_negative,,1.0,
L000680,2023-12-01,30,429622.45,620-679,TX,Beacon,90.0,,0.2569,false_negative,,1.0,
L000638,2023-12-01,0,124308.66,<620,FL,Cedar,82.0,,0.1818,false_negative,,1.0,
L000610,2023-12-01,0,507611.92,620-679,CA,Beacon,90.0,,0.0083,false_negative,,1.0,
L000931,2023-12-01,0,217038.82,<620,IL,Beacon,90.0,,0.1969,false_negative,,1.0,
L000454,2023-12-01,0,337526.36,<620,CA,Atlas,82.0,,0.6248,false_positive,,0.0,
L000739,2023-12-01,0,554753.43,620-679,IL,Beacon,90.0,,0.1363,false_negative,,1.0,
L000549,2023-12-01,0,126191.81,680-739,GA,Cedar,90.0,,0.0348,false_negative,,1.0,
L000548,2023-12-01,0,199586.81,<620,GA,Cedar,82.0,,0.1409,false_negative,,1.0,
L000695,2023-12-01,0,431076.44,620-679,IL,Atlas,90.0,,0.2609,false_negative,,1.0,
L000504,2023-12-01,0,398996.56,620-679,FL,Atlas,90.0,,0.6022,false_positive,,0.0,
L000916,2023-12-01,0,154359.25,680-739,NY,Atlas,82.0,,0.5056,false_positive,,0.0,
L000709,2023-12-01,0,167122.02,<620,TX,Atlas,82.0,,0.0907,false_negative,,1.0,
L000513,2023-12-01,0,329278.76,620-679,TX,Cedar,90.0,,0.0663,false_negative,,1.0,
L000512,2023-12-01,0,701911.16,<620,IL,Beacon,58.0,,0.0437,false_negative,,1.0,
L000192,2023-12-01,0,389350.0,<620,GA,Atlas,82.0,,0.2411,false_negative,,1.0,
L000257,2023-12-01,0,171733.43,680-739,GA,Cedar,66.0,,0.3971,false_negative,,1.0,
L000105,2023-12-01,0,393208.21,680-739,NY,Cedar,66.0,,0.1078,false_negative,,1.0,
L001079,2023-12-01,0,186344.51,680-739,WA,Atlas,72.0,,0.046,false_negative,,1.0,
L000225,2023-12-01,0,150122.48,740+,TX,Beacon,74.0,,0.0299,false_negative,,1.0,
L001137,2023-12-01,0,249913.45,740+,FL,Atlas,82.0,,0.0327,false_negative,,1.0,
L000298,2023-12-01,0,305368.36,740+,TX,Beacon,90.0,,0.0023,false_negative,,1.0,
L000252,2023-12-01,0,210007.12,680-739,CA,Atlas,90.0,,0.4904,false_negative,,1.0,
L000020,2023-12-01,0,355781.8,<620,IL,Beacon,82.0,,0.3373,false_negative,,1.0,
L000197,2023-12-01,0,303105.99,620-679,NY,Atlas,82.0,,0.6456,false_positive,,0.0,
L000047,2023-12-01,0,197692.89,<620,NY,Beacon,90.0,,0.1693,false_negative,,1.0,
L000306,2023-12-01,0,244705.63,620-679,FL,Atlas,90.0,,0.0305,false_negative,,1.0,
L001125,2023-12-01,0,279720.14,620-679,GA,Beacon,82.0,,0.0179,false_negative,,1.0,
L000335,2023-12-01,0,563214.36,<620,CA,Beacon,82.0,,0.5797,false_positive,,0.0,
L000180,2023-12-01,0,155579.73,620-679,CA,Beacon,82.0,,0.2712,false_negative,,1.0,
L000082,2023-12-01,90,244514.37,620-679,CA,Beacon,82.0,,0.0427,false_negative,,1.0,
L000202,2023-12-01,0,117522.99,680-739,FL,Beacon,82.0,,0.2602,false_negative,,1.0,
L000252,2024-01-01,0,196102.34,680-739,CA,Atlas,82.0,,0.1929,false_negative,,1.0,
L000803,2024-01-01,0,188498.69,620-679,WA,Beacon,82.0,,0.0274,false_negative,,1.0,
L000202,2024-01-01,0,116978.4,680-739,FL,Beacon,82.0,,0.2934,false_negative,,1.0,
L000363,2023-07-01,0,365646.8,740+,CA,Atlas,90.0,,0.2546,false_negative,,,1.0
L000162,2023-07-01,0,228085.8,<620,CA,Beacon,90.0,,0.4329,false_negative,,,1.0
L000220,2023-07-01,0,266891.28,<620,GA,Beacon,82.0,,0.3654,false_negative,,,1.0
L000358,2023-07-01,0,575286.82,740+,IL,Atlas,90.0,,0.4682,false_negative,,,1.0
L000353,2023-07-01,0,460511.58,740+,FL,Cedar,80.0,,0.4534,false_negative,,,1.0
L000242,2023-07-01,0,215684.51,740+,TX,Cedar,82.0,,0.4408,false_negative,,,1.0
L000460,2023-07-01,0,211514.8,680-739,GA,Cedar,90.0,,0.0609,false_negative,,,1.0
L000240,2023-07-01,0,410864.09,740+,GA,Beacon,82.0,,0.2223,false_negative,,,1.0
L000383,2023-07-01,0,376295.97,680-739,NY,Beacon,90.0,,0.3267,false_negative,,,1.0
L000152,2023-07-01,0,400716.28,620-679,IL,Cedar,90.0,,0.4052,false_negative,,,1.0
L000384,2023-07-01,0,469764.54,<620,CA,Beacon,58.0,,0.4251,false_negative,,,1.0
L000149,2023-07-01,0,390814.02,740+,TX,Atlas,90.0,,0.6298,false_positive,,,0.0
L000767,2023-07-01,0,635331.66,<620,NY,Cedar,90.0,,0.3569,false_negative,,,1.0
L001104,2023-07-01,0,317604.01,<620,IL,Atlas,90.0,,0.4396,false_negative,,,1.0
L000447,2023-07-01,0,108186.68,680-739,WA,Cedar,90.0,,0.5135,false_positive,,,0.0
L000171,2023-07-01,0,294842.97,680-739,CA,Cedar,82.0,,0.4646,false_negative,,,1.0
L001022,2023-07-01,30,558837.05,620-679,IL,Atlas,82.0,,0.1252,false_negative,,,1.0
L000209,2023-07-01,0,616677.23,740+,GA,Cedar,90.0,,0.1138,false_negative,,,1.0
L001043,2023-07-01,0,569714.92,740+,IL,Beacon,82.0,,0.507,false_positive,,,0.0
L000310,2023-07-01,0,624993.73,<620,IL,Cedar,90.0,,0.349,false_negative,,,1.0
L000208,2023-07-01,0,373492.07,<620,IL,Beacon,82.0,,0.1151,false_negative,,,1.0
L000199,2023-07-01,0,540688.57,680-739,GA,Cedar,90.0,,0.5812,false_positive,,,0.0
L000273,2023-07-01,0,361523.83,740+,WA,Atlas,90.0,,0.42,false_negative,,,1.0
L000277,2023-07-01,0,212397.74,620-679,WA,Beacon,90.0,,0.018,false_negative,,,1.0
L000546,2023-07-01,0,517371.75,740+,GA,Atlas,90.0,,0.4643,false_negative,,,1.0
L000301,2023-07-01,0,153411.14,740+,IL,Atlas,90.0,,0.4731,false_negative,,,1.0
L000207,2023-07-01,0,585803.44,620-679,NY,Beacon,82.0,,0.5515,false_positive,,,0.0
L000297,2023-07-01,15,456162.98,<620,CA,Beacon,62.0,,0.0967,false_negative,,,1.0
L000295,2023-07-01,0,-25.0,620-679,NY,Cedar,59.0,,0.3466,false_negative,,,1.0
L000558,2023-07-01,0,278107.12,740+,IL,Beacon,82.0,,0.2271,false_negative,,,1.0
L000172,2023-07-01,0,419395.38,740+,TX,Atlas,82.0,,0.6963,false_positive,,,0.0
L000493,2023-07-01,0,483681.29,680-739,GA,Cedar,82.0,,0.3304,false_negative,,,1.0
L000335,2023-07-01,0,613853.31,<620,CA,Beacon,90.0,,0.2537,false_negative,,,1.0
L000608,2023-07-01,-10,475088.92,680-739,WA,Cedar,67.0,,0.5253,false_positive,,,0.0
L000216,2023-07-01,0,520107.75,620-679,NY,Atlas,82.0,,0.1203,false_negative,,,1.0
L000500,2023-07-01,0,533567.26,680-739,TX,Cedar,82.0,,0.3073,false_negative,,,1.0
L000601,2023-07-01,0,300288.68,740+,FL,Beacon,90.0,,0.4202,false_negative,,,1.0
L000953,2023-07-01,0,92662.15,740+,TX,Beacon,82.0,,0.6418,false_positive,,,0.0
L000130,2023-07-01,0,575378.39,680-739,WA,Atlas,90.0,,0.4602,false_negative,,,1.0
L000035,2023-07-01,0,382868.19,620-679,IL,Beacon,82.0,,0.0526,false_negative,,,1.0
L000950,2023-07-01,0,295516.7,740+,CA,Atlas,90.0,,0.0188,false_negative,,,1.0
L000872,2023-07-01,0,138227.27,740+,NY,Beacon,90.0,,0.6044,false_positive,,,0.0
L000055,2023-07-01,0,291130.65,680-739,GA,Beacon,82.0,,0.2003,false_negative,,,1.0
L000946,2023-07-01,0,290701.55,740+,CA,Cedar,72.0,,0.4396,false_negative,,,1.0
L000108,2023-07-01,0,253299.72,740+,FL,Cedar,90.0,,0.5376,false_positive,,,0.0
L001010,2023-07-01,0,507630.98,740+,GA,Cedar,90.0,,0.3448,false_negative,,,1.0
L000862,2023-07-01,0,542677.71,740+,IL,Cedar,90.0,,0.2955,false_negative,,,1.0
L000899,2023-07-01,0,284235.55,680-739,IL,Cedar,82.0,,0.3572,false_negative,,,1.0
L000948,2023-07-01,0,144857.64,740+,WA,Cedar,82.0,,0.4497,false_negative,,,1.0
L000947,2023-07-01,0,352102.77,740+,TX,Atlas,90.0,,0.4813,false_negative,,,1.0
L000123,2023-07-01,0,472117.79,620-679,GA,Atlas,82.0,,0.3065,false_negative,,,1.0
L000144,2023-07-01,0,377809.45,620-679,NY,Atlas,90.0,,0.2568,false_negative,,,1.0
L000891,2023-07-01,0,306730.71,620-679,WA,Cedar,82.0,,0.1642,false_negative,,,1.0
L000965,2023-07-01,15,233902.92,620-679,IL,Cedar,70.0,,0.256,false_negative,,,1.0
L000844,2023-07-01,0,144736.71,740+,CA,Cedar,82.0,,0.4638,false_negative,,,1.0
L000023,2023-07-01,45,358688.44,740+,NY,Cedar,70.0,,0.542,false_positive,,,0.0
L000885,2023-07-01,0,260817.7,740+,FL,Cedar,82.0,,0.1163,false_negative,,,1.0
L000989,2023-07-01,0,319988.36,740+,IL,Cedar,90.0,,0.4929,false_negative,,,1.0
L000055,2023-08-01,0,289796.6,680-739,GA,Beacon,82.0,,0.1842,false_negative,,,1.0
L000199,2023-08-01,0,539463.64,680-739,GA,Cedar,90.0,,0.6087,false_positive,,,0.0
L000558,2023-08-01,0,276571.06,740+,IL,Beacon,82.0,,0.1827,false_negative,,,1.0
L000691,2023-08-01,0,645341.96,680-739,GA,Atlas,90.0,,0.5169,false_positive,,,0.0
L000297,2023-08-01,0,526132.08,<620,CA,Beacon,82.0,,0.1321,false_negative,,,1.0
L000056,2023-08-01,0,331280.07,620-679,IL,Cedar,90.0,,0.0756,false_negative,,,1.0
L000521,2023-08-01,0,440816.02,740+,WA,Beacon,90.0,,0.5333,false_positive,,,0.0
L000189,2023-08-01,0,492821.06,680-739,GA,Atlas,90.0,,0.4533,false_negative,,,1.0
L000188,2023-08-01,0,353190.32,680-739,IL,Atlas,74.0,,0.1906,false_negative,,,1.0
L000320,2023-08-01,0,587655.97,740+,FL,Atlas,90.0,,0.4657,false_negative,,,1.0
L000321,2023-08-01,0,384645.28,680-739,CA,Cedar,90.0,,0.5504,false_positive,,,0.0
L000543,2023-08-01,0,292936.24,740+,CA,Beacon,82.0,,0.1579,false_negative,,,1.0
L000697,2023-08-01,0,388787.8,<620,TX,Cedar,90.0,,0.4446,false_negative,,,1.0
L000311,2023-08-01,0,407689.78,<620,NY,Beacon,82.0,,0.2908,false_negative,,,1.0
L000049,2023-08-01,0,283408.73,680-739,NY,Cedar,90.0,,0.3217,false_negative,,,1.0
L000533,2023-08-01,0,317862.98,680-739,GA,Cedar,90.0,,0.5757,false_positive,,,0.0
L001134,2023-08-01,0,481447.73,740+,NY,Beacon,82.0,,0.5238,false_positive,,,0.0
L000207,2023-08-01,0,583377.4,620-679,NY,Beacon,82.0,,0.5324,false_positive,,,0.0
L000847,2023-08-01,0,432891.07,740+,CA,Beacon,82.0,,0.4444,false_negative,,,1.0
L000624,2023-08-01,0,118028.06,740+,CA,Beacon,82.0,,0.5212,false_positive,,,0.0
L000625,2023-08-01,120,93416.36,680-739,CA,Atlas,80.6,,0.5606,false_positive,,,0.0
L000601,2023-08-01,0,299465.7,740+,FL,Beacon,90.0,,0.4166,false_negative,,,1.0
L000104,2023-08-01,0,545031.79,620-679,GA,Cedar,82.0,,0.4598,false_negative,,,1.0
L000606,2023-08-01,0,408566.13,740+,CA,Atlas,82.0,,0.5809,false_positive,,,0.0
L000854,2023-08-01,0,300488.18,740+,FL,Beacon,90.0,,0.1663,false_negative,,,1.0
L000832,2023-08-01,0,384270.95,740+,IL,Atlas,82.0,,0.6312,false_positive,,,0.0
L000647,2023-08-01,0,443460.71,740+,TX,Atlas,90.0,,0.3256,false_negative,,,1.0
L000840,2023-08-01,0,145890.94,680-739,NY,Beacon,82.0,,0.2206,false_negative,,,1.0
L000242,2023-08-01,0,214812.65,740+,TX,Cedar,82.0,,0.4504,false_negative,,,1.0
L000629,2023-08-01,0,123556.88,740+,TX,Atlas,90.0,,0.4923,false_negative,,,1.0
L000240,2023-08-01,0,408445.62,740+,GA,Beacon,82.0,,0.2449,false_negative,,,1.0
L000059,2023-08-01,0,108483.84,620-679,GA,Atlas,72.0,,0.4899,false_negative,,,1.0
L000859,2023-08-01,0,167658.55,740+,TX,Cedar,90.0,,0.7536,false_positive,,,0.0
L000577,2023-08-01,0,340740.09,680-739,IL,Atlas,82.0,,0.4332,false_negative,,,1.0
L000208,2023-08-01,0,432706.51,<620,IL,Beacon,82.0,,0.0675,false_negative,,,1.0
L000812,2023-08-01,0,325437.84,620-679,TX,Atlas,90.0,,0.5126,false_positive,,,0.0
L000062,2023-08-01,0,310432.97,740+,IL,Beacon,90.0,,0.8428,false_positive,,,0.0
L000291,2023-08-01,0,133174.79,620-679,FL,Beacon,82.0,,0.0415,false_negative,,,1.0
L000885,2023-08-01,0,284027.5,740+,FL,Cedar,82.0,,0.0555,false_negative,,,1.0
L000061,2023-08-01,0,261165.41,620-679,IL,Beacon,82.0,,0.4423,false_negative,,,1.0
L000582,2023-08-01,0,249985.12,680-739,TX,Atlas,82.0,,0.422,false_negative,,,1.0
L000861,2023-08-01,0,309756.44,680-739,TX,Atlas,74.0,,0.5341,false_positive,,,0.0
L000273,2023-08-01,0,360521.92,740+,WA,Atlas,90.0,,0.4433,false_negative,,,1.0
L000870,2023-08-01,0,101979.11,620-679,WA,Cedar,82.0,,0.6246,false_positive,,,0.0
L000511,2023-08-01,0,80935.63,740+,WA,Cedar,80.0,,0.4609,false_negative,,,1.0
L000356,2023-08-01,0,263228.52,620-679,GA,Cedar,74.0,,0.3209,false_negative,,,1.0
L000357,2023-08-01,0,525843.56,740+,FL,Beacon,90.0,,0.5037,false_positive,,,0.0
L000455,2023-08-01,0,342001.49,740+,NY,Beacon,82.0,,0.1149,false_negative,,,1.0
L000363,2023-08-01,0,364696.24,740+,CA,Atlas,90.0,,0.419,false_negative,,,1.0
L000453,2023-08-01,0,304497.92,680-739,WA,Beacon,90.0,,0.506,false_positive,,,0.0
L000162,2023-08-01,0,227349.51,<620,CA,Beacon,90.0,,0.1336,false_negative,,,1.0
L000746,2023-08-01,0,596058.38,620-679,NY,Atlas,82.0,,0.4747,false_negative,,,1.0
L000488,2023-08-01,0,208229.72,680-739,CA,Cedar,90.0,,0.4444,false_negative,,,1.0
L000483,2023-08-01,0,252877.85,740+,NY,Atlas,90.0,,0.0996,false_negative,,,1.0
L000171,2023-08-01,0,293104.66,680-739,CA,Cedar,82.0,,0.4383,false_negative,,,1.0
L000350,2023-08-01,0,416069.17,680-739,TX,Cedar,82.0,,0.5496,false_positive,,,0.0
L001021,2023-08-01,0,185413.72,620-679,IL,Beacon,90.0,,0.4247,false_negative,,,1.0
L000023,2023-08-01,0,397141.4,740+,NY,Cedar,58.0,,0.6569,false_positive,,,0.0
L000416,2023-08-01,0,224820.98,740+,GA,Beacon,82.0,,0.5702,false_positive,,,0.0
L000006,2023-08-01,30,592373.71,<620,NY,Atlas,90.0,,0.3926,false_negative,,,1.0
L000412,2023-08-01,0,113554.37,680-739,GA,Cedar,90.0,,0.332,false_negative,,,1.0
L000149,2023-08-01,0,389684.1,740+,TX,Atlas,90.0,,0.6882,false_positive,,,0.0
L000144,2023-08-01,0,376553.18,620-679,NY,Atlas,90.0,,0.3525,false_negative,,,1.0
L000767,2023-08-01,0,633136.42,<620,NY,Cedar,90.0,,0.2687,false_negative,,,1.0
L000396,2023-08-01,0,275489.76,740+,GA,Beacon,82.0,,0.3538,false_negative,,,1.0
L000419,2023-08-01,0,81666.22,740+,IL,Atlas,82.0,,0.1992,false_negative,,,1.0
L000381,2023-08-01,0,246021.13,<620,CA,Cedar,82.0,,0.2692,false_negative,,,1.0
L000447,2023-08-01,0,107885.77,680-739,WA,Cedar,90.0,,0.539,false_positive,,,0.0
L000950,2023-08-01,0,294600.91,740+,CA,Atlas,90.0,,0.028,false_negative,,,1.0
L000776,2023-08-01,0,375296.38,680-739,FL,Beacon,90.0,,0.4377,false_negative,,,1.0
L000009,2023-08-01,0,626476.57,620-679,WA,Beacon,90.0,,0.4657,false_negative,,,1.0
L000030,2023-08-01,0,472301.23,680-739,WA,Cedar,82.0,,0.4797,false_negative,,,1.0
L001023,2023-08-01,0,123129.95,680-739,FL,Beacon,90.0,,0.0799,false_negative,,,1.0
L000335,2023-08-01,0,611880.03,<620,CA,Beacon,90.0,,0.2986,false_negative,,,1.0
L000501,2023-08-01,0,409780.97,740+,WA,Atlas,82.0,,0.6529,false_positive,,,0.0
L000182,2023-08-01,0,279544.49,620-679,GA,Atlas,90.0,,0.1878,false_negative,,,1.0
L000123,2023-08-01,0,469345.57,620-679,GA,Atlas,82.0,,0.2648,false_negative,,,1.0
L000854,2023-09-01,0,299748.58,740+,FL,Beacon,90.0,,0.1214,false_negative,,,1.0
L000608,2023-09-01,0,469577.6,680-739,WA,Cedar,82.0,,0.6432,false_positive,,,0.0
L000606,2023-09-01,0,406248.29,740+,CA,Atlas,82.0,,0.5733,false_positive,,,0.0
L000511,2023-09-01,0,80659.62,740+,WA,Cedar,80.0,,0.465,false_negative,,,1.0
L000612,2023-09-01,0,602342.13,<620,WA,Atlas,82.0,,0.1049,false_negative,,,1.0
L000953,2023-09-01,0,91629.65,740+,TX,Beacon,82.0,,0.7974,false_positive,,,0.0
L000862,2023-09-01,0,540076.25,740+,IL,Cedar,90.0,,0.1081,false_negative,,,1.0
L000950,2023-09-01,0,293536.67,740+,CA,Atlas,90.0,,0.0608,false_negative,,,1.0
L000442,2023-09-01,0,277391.09,680-739,TX,Cedar,82.0,,0.3579,false_negative,,,1.0
L000907,2023-09-01,0,525146.75,680-739,CA,Beacon,90.0,,0.3864,false_negative,,,1.0
L000859,2023-09-01,0,167198.1,740+,TX,Cedar,90.0,,0.697,false_positive,,,0.0
L000396,2023-09-01,30,274655.53,740+,GA,Beacon,82.0,,0.1504,false_negative,,,1.0
L000857,2023-09-01,0,163998.61,740+,GA,Atlas,90.0,,0.2133,false_negative,,,1.0
L000976,2023-09-01,0,300120.92,680-739,IL,Cedar,82.0,,0.0896,false_negative,,,1.0
L000239,2023-09-01,0,346826.01,680-739,NY,Cedar,90.0,,0.2153,false_negative,,,1.0
L000006,2023-09-01,60,590684.81,<620,NY,Atlas,90.0,,0.3202,false_negative,,,1.0
L000845,2023-09-01,0,385063.27,680-739,WA,Beacon,90.0,,0.3869,false_negative,,,1.0
L000634,2023-09-01,0,83210.55,740+,WA,Cedar,82.0,,0.4357,false_negative,,,1.0
L000323,2023-09-01,0,188172.85,680-739,WA,Cedar,90.0,,0.1191,false_negative,,,1.0
L000043,2023-09-01,30,396598.33,680-739,CA,Cedar,90.0,,0.4304,false_negative,,,1.0
L000981,2023-09-01,0,331243.78,680-739,CA,Cedar,90.0,,0.521,false_positive,,,0.0
L000037,2023-09-01,0,250090.72,620-679,TX,Beacon,82.0,,0.4851,false_negative,,,1.0
L000426,2023-09-01,0,82711.24,740+,TX,Cedar,90.0,,0.5487,false_positive,,,0.0
L000989,2023-09-01,0,318241.73,740+,IL,Cedar,90.0,,0.3074,false_negative,,,1.0
L000625,2023-09-01,120,93416.36,680-739,CA,Atlas,88.6,,0.6199,false_positive,,,0.0
L000624,2023-09-01,0,117352.94,740+,CA,Beacon,82.0,,0.5811,false_positive,,,0.0
L000007,2023-09-01,0,139390.79,620-679,GA,Beacon,90.0,,0.0765,false_negative,,,1.0
L000886,2023-09-01,0,645111.46,<620,CA,Cedar,90.0,,0.2411,false_negative,,,1.0
L000335,2023-09-01,0,610253.82,<620,CA,Beacon,90.0,,0.2248,false_negative,,,1.0
L000291,2023-09-01,0,132734.37,620-679,FL,Beacon,82.0,,0.0274,false_negative,,,1.0
L000350,2023-09-01,0,414393.91,680-739,TX,Cedar,82.0,,0.7046,false_positive,,,0.0
L000336,2023-09-01,0,304983.34,680-739,WA,Atlas,90.0,,0.3369,false_negative,,,1.0
L000062,2023-09-01,0,309349.49,740+,IL,Beacon,90.0,,0.7944,false_positive,,,0.0
L000535,2023-09-01,0,537667.42,<620,GA,Beacon,90.0,,0.2847,false_negative,,,1.0
L000060,2023-09-01,0,132019.34,740+,FL,Cedar,90.0,,0.3939,false_negative,,,1.0
L000885,2023-09-01,0,283415.54,740+,FL,Cedar,90.0,,0.0577,false_negative,,,1.0
L000352,2023-09-01,0,593472.13,740+,WA,Atlas,82.0,,0.6182,false_positive,,,0.0
L000484,2023-09-01,0,641676.59,740+,WA,Beacon,90.0,,0.2636,false_negative,,,1.0
L000297,2023-09-01,0,524761.88,<620,CA,Beacon,90.0,,0.2066,false_negative,,,1.0
L000056,2023-09-01,30,330140.93,620-679,IL,Cedar,78.0,,0.1027,false_negative,,,1.0
L000055,2023-09-01,0,288723.08,680-739,GA,Beacon,82.0,,0.1712,false_negative,,,1.0
L001085,2023-09-01,0,577047.23,740+,CA,Beacon,90.0,,0.427,false_negative,,,1.0
L000546,2023-09-01,0,514123.95,740+,GA,Atlas,90.0,,0.4958,false_negative,,,1.0
L000488,2023-09-01,15,207689.91,680-739,CA,Cedar,78.0,,0.368,false_negative,,,1.0
L000302,2023-09-01,0,267952.38,620-679,TX,Cedar,90.0,,0.0512,false_negative,,,1.0
L000341,2023-09-01,0,578119.95,620-679,NY,Atlas,82.0,,0.1399,false_negative,,,1.0
L000891,2023-09-01,0,304008.23,620-679,WA,Cedar,82.0,,0.3544,false_negative,,,1.0
L000575,2023-09-01,0,529404.74,740+,NY,Cedar,80.0,,0.5262,false_positive,,,0.0
L000311,2023-09-01,0,462571.46,<620,NY,Beacon,82.0,,0.3548,false_negative,,,1.0
L001130,2023-09-01,0,583942.63,740+,CA,Atlas,90.0,,0.3762,false_negative,,,1.0
L000906,2023-09-01,45,663817.12,620-679,TX,Cedar,62.0,,0.3874,false_negative,,,1.0
L000502,2023-09-01,0,535013.49,<620,TX,Cedar,82.0,,0.4114,false_negative,,,1.0
L000273,2023-09-01,0,359645.26,740+,WA,Atlas,90.0,,0.3582,false_negative,,,1.0
L000870,2023-09-01,0,101596.26,620-679,WA,Cedar,74.0,,0.6949,false_positive,,,0.0
L000363,2023-09-01,0,363697.29,740+,CA,Atlas,90.0,,0.1678,false_negative,,,1.0
L000447,2023-09-01,0,107561.66,680-739,WA,Cedar,90.0,,0.5457,false_positive,,,0.0
L000310,2023-09-01,0,620939.65,<620,IL,Cedar,90.0,,0.1247,false_negative,,,1.0
L000358,2023-09-01,0,571488.77,740+,IL,Atlas,90.0,,0.4912,false_negative,,,1.0
L000577,2023-09-01,0,339289.45,680-739,IL,Atlas,82.0,,0.4729,false_negative,,,1.0
L000064,2023-09-01,0,131472.32,740+,GA,Atlas,90.0,,0.3849,false_negative,,,1.0
L000460,2023-09-01,0,210076.24,680-739,GA,Cedar,90.0,,0.0278,false_negative,,,1.0
L000530,2023-09-01,0,184986.98,740+,IL,Beacon,90.0,,0.3365,false_negative,,,1.0
L000459,2023-09-01,0,608781.54,740+,FL,Cedar,90.0,,0.147,false_negative,,,1.0
L001023,2023-09-01,0,139548.65,680-739,FL,Beacon,66.0,,0.1515,false_negative,,,1.0
L001010,2023-09-01,0,505114.96,740+,GA,Cedar,90.0,,0.123,false_negative,,,1.0
L000465,2023-07-01,0,145262.74,740+,GA,Beacon,82.0,,0.2496,false_negative,,,
L000475,2023-07-01,0,225546.94,740+,NY,Beacon,80.0,,0.4049,false_negative,,,
L000162,2023-07-01,0,228085.8,<620,CA,Beacon,90.0,,0.2645,false_negative,,,
L000353,2023-07-01,0,460511.58,740+,FL,Cedar,80.0,,0.1131,false_negative,,,
L000168,2023-07-01,0,631235.1,620-679,NY,Beacon,82.0,,0.311,false_negative,,,
L000461,2023-07-01,0,118572.4,<620,NY,Atlas,90.0,,0.4072,false_negative,,,
L000618,2023-07-01,0,350671.47,<620,IL,Atlas,90.0,,0.155,false_negative,,,
L000366,2023-07-01,0,303214.16,<620,GA,Cedar,80.0,,0.2038,false_negative,,,
L000420,2023-07-01,0,266642.01,620-679,WA,Atlas,72.0,,0.1378,false_negative,,,
L000416,2023-07-01,0,225769.43,740+,GA,Beacon,82.0,,0.6329,false_positive,,,
L000650,2023-07-01,0,,<620,CA,Beacon,86.6,,0.0559,false_negative,,,
L000221,2023-07-01,0,605493.19,680-739,WA,Atlas,90.0,,0.3693,false_negative,,,
L000446,2023-07-01,0,464026.3,740+,TX,Cedar,90.0,,0.087,false_negative,,,
L001065,2023-07-01,0,487385.64,620-679,IL,Cedar,82.0,,0.4202,false_negative,,,
L000428,2023-07-01,60,401073.47,740+,TX,Atlas,82.0,,0.5077,false_positive,,,
L000378,2023-07-01,0,95720.66,620-679,IL,Beacon,82.0,,0.7742,false_positive,,,
L000191,2023-07-01,0,395402.64,680-739,NY,Beacon,90.0,,0.0679,false_negative,,,
L000703,2023-07-01,0,241194.72,740+,CA,Beacon,90.0,,0.1762,false_negative,,,
L000529,2023-07-01,0,388345.3,680-739,WA,Beacon,90.0,,0.3111,false_negative,,,
L000713,2023-07-01,0,235013.03,620-679,FL,Beacon,80.0,,0.1778,false_negative,,,
L000315,2023-07-01,0,388027.44,680-739,IL,Atlas,90.0,,0.278,false_negative,,,
L000526,2023-07-01,0,637638.0,680-739,CA,Cedar,59.5,,0.362,false_negative,,,
L000273,2023-07-01,0,361523.83,740+,WA,Atlas,90.0,,0.5225,false_positive,,,
L000290,2023-07-01,0,307370.3,620-679,CA,Atlas,90.0,,0.1875,false_negative,,,
L000295,2023-07-01,0,-25.0,620-679,NY,Cedar,59.0,,0.3952,false_negative,,,
